_id,height,is_habit_drink,is_habit_smoke,is_verified,what_to_find,who_to_date,score
0,175,0,0,1,0,0,55.38829481
1,177,0,0,1,0,0,33.7404719
2,175,0,0,1,1,1,52.67590102
3,177,0,0,1,1,0,59.35263621
4,178,0,0,1,2,2,13.22900265
5,151.1908341,1,1,1,2,2,12.45152879
6,175,0,0,1,2,0,15.30319146
7,165,1,1,1,2,0,57.73519701
8,187,1,1,1,0,0,38.76013393
9,176,0,0,1,0,0,56.91408417
10,5.6,0,0,1,3,0,17.72953246
11,156,1,1,1,4,1,42.47583749
12,151.1908341,1,1,1,2,2,7.432567981
13,171,1,0,1,0,0,12.45596793
14,188,1,0,1,3,0,37.2405541
15,163,0,0,1,0,0,16.12330086
16,1,0,1,1,2,2,15.30319146
17,176,0,0,1,2,0,33.67908556
18,90,2,2,1,0,3,15.30319146
19,151.1908341,1,1,1,2,2,11.11670308
20,5.8,1,1,1,0,0,12.45152879
21,172,2,0,1,1,0,15.94699578
22,152,0,0,1,3,2,15.66688985
23,151.1908341,1,0,1,2,1,8.941035615
24,151.1908341,1,1,1,2,2,15.30319146
25,5.8,1,1,1,2,0,18.42642476
26,178,1,0,1,2,0,14.30109881
27,151.1908341,1,1,1,2,2,18.42642476
28,5.7,0,0,1,3,0,18.42642476
29,181,1,0,1,0,0,15.30319146
30,151.1908341,1,0,1,3,1,13.20243847
31,182,2,2,1,4,0,52.51830966
32,151.1908341,1,1,1,2,0,17.95011447
33,167,0,0,1,1,0,17.70488215
34,5.8,2,1,1,3,0,20.10229901
35,151.1908341,1,2,1,3,1,19.25337355
36,151.1908341,0,2,1,4,1,25.07711499
37,151.1908341,1,2,1,2,1,20.03287774
38,151.1908341,1,1,1,1,1,17.35600801
39,151.1908341,1,1,1,4,1,18.97141844
40,151.1908341,0,0,1,0,1,19.3935112
41,151.1908341,1,0,1,3,1,20.85300624
42,151.1908341,2,2,1,1,1,23.04147672
43,151.1908341,2,0,1,0,1,16.71027224
44,151.1908341,1,0,1,3,1,19.3472326
45,151.1908341,1,1,1,3,1,18.29460409
46,151.1908341,0,1,1,1,1,23.67566344
47,151.1908341,2,2,1,0,1,20.97667535
48,151.1908341,0,0,1,1,1,19.56394607
49,151.1908341,1,2,1,2,1,19.13876017
50,151.1908341,1,0,1,1,1,17.09534968
51,151.1908341,0,0,1,0,1,10.80517268
52,151.1908341,1,2,1,1,1,17.77790655
53,151.1908341,2,0,1,0,1,19.31882061
54,151.1908341,0,1,1,1,1,16.81055846
55,151.1908341,1,2,1,3,1,16.11568917
56,151.1908341,1,1,1,0,1,21.48952305
57,151.1908341,1,0,1,2,1,14.31410083
58,151.1908341,2,1,1,2,1,19.34108297
59,151.1908341,2,0,1,0,1,17.40951113
60,151.1908341,2,2,1,2,1,21.12575408
61,151.1908341,1,2,1,3,1,15.70793585
62,151.1908341,0,0,1,4,1,11.41749348
63,151.1908341,1,1,1,3,1,18.1049335
64,151.1908341,1,0,1,2,1,22.7207253
65,151.1908341,2,2,1,0,1,17.19456061
66,151.1908341,2,0,1,2,1,17.87974368
67,151.1908341,0,2,1,3,1,23.63629397
68,151.1908341,0,2,1,2,1,16.71869462
69,151.1908341,2,2,1,1,1,15.39186394
70,151.1908341,1,0,1,1,1,18.63590049
71,151.1908341,0,0,1,3,1,12.43767766
72,151.1908341,1,0,1,0,1,20.61218923
73,151.1908341,2,1,1,0,1,19.69857478
74,151.1908341,2,2,1,1,1,16.91633833
75,151.1908341,1,1,1,1,1,16.85306693
76,151.1908341,0,1,1,1,1,18.97614924
77,151.1908341,0,0,1,1,1,10.75869203
78,151.1908341,1,2,1,0,1,20.23268849
79,151.1908341,2,0,1,2,1,16.81855382
80,151.1908341,0,0,1,1,1,18.36338894
81,151.1908341,0,1,1,4,1,20.50679902
82,151.1908341,0,0,1,1,1,20.67134472
83,151.1908341,1,0,1,4,1,19.4113612
84,151.1908341,2,2,1,4,1,18.80878684
85,151.1908341,2,1,1,0,1,16.03638529
86,151.1908341,1,0,1,1,1,18.36808052
87,151.1908341,0,2,1,3,1,22.0043826
88,151.1908341,0,1,1,4,1,12.04904943
89,151.1908341,2,0,1,4,1,17.50677466
90,169,1,0,1,0,0,34.84731094
91,179,0,0,1,0,0,9.901810164
92,170,1,1,1,3,0,24.19519475
93,165,0,0,1,3,0,42.52155412
94,1.72,1,0,1,0,0,40.43272665
95,172,1,1,1,1,0,15.33351989
96,151.1908341,1,0,1,2,0,0.788539102
97,151.1908341,1,1,1,2,2,15.33351989
98,151.1908341,0,0,1,1,0,11.72446438
99,151.1908341,1,1,1,2,2,15.33351989
100,161,0,0,1,2,2,15.33351989
101,165,0,0,1,1,0,6.864053143
102,168,2,2,1,1,0,12.49112323
103,151.1908341,0,0,1,2,0,48.52192633
104,168,0,0,1,0,0,28.49211384
105,176,1,0,1,3,0,20.28947352
106,151.1908341,0,0,1,3,0,29.66837778
107,166,0,0,1,2,0,15.33351989
108,151.1908341,1,1,1,2,0,15.33351989
109,151.1908341,0,1,1,2,2,15.33351989
110,167,1,0,1,2,1,11.92952916
111,151.1908341,1,0,1,2,0,20.13262744
112,151.1908341,0,0,1,1,1,15.33351989
113,5.6,0,0,1,4,1,11.71208081
114,5.7,1,0,1,3,0,35.19803994
115,172,0,0,1,0,0,15.33351989
116,166,2,1,1,3,0,15.33351989
117,151.1908341,0,1,1,1,0,15.02993303
118,151.1908341,1,1,1,2,1,41.62905768
119,170.68,1,0,1,1,0,20.28947352
120,5.8,0,0,1,2,0,23.10770792
121,170,1,1,1,3,0,17.16240166
122,176,1,0,1,0,0,17.16240166
123,176,1,0,1,0,0,15.92556983
124,151.1908341,0,0,1,0,0,16.10938342
125,151.1908341,1,1,1,2,2,15.33351989
126,178,0,0,1,4,0,16.63659281
127,170,0,0,1,0,0,15.03485867
128,166,0,1,1,3,0,34.79933217
129,151.1908341,0,0,1,1,0,15.92556983
130,171,2,2,1,2,0,25.49348589
131,182,1,0,1,3,0,21.25125029
132,183,2,1,1,0,0,9.044217576
133,183,0,0,1,0,0,7.462896408
134,1.72,0,0,1,3,0,11.71208081
135,173,1,1,1,2,0,28.78040156
136,151.1908341,0,0,1,3,0,21.3884647
137,6,1,0,1,1,0,13.61598628
138,173,0,0,1,1,0,21.95081852
139,151.1908341,1,0,1,1,0,9.559813521
140,151.1908341,0,0,1,0,0,21.38164363
141,100,1,0,1,0,0,15.33351989
142,176,1,1,1,0,0,16.36864975
143,176,0,0,1,2,0,35.43555846
144,182,0,0,1,4,0,15.33351989
145,176,1,2,1,0,0,11.14703151
146,189,1,1,1,0,0,30.83304667
147,178,0,0,1,1,0,21.17797226
148,151.1908341,1,1,1,2,2,15.33351989
149,151.1908341,1,2,1,2,0,22.16233428
150,175.5,1,1,1,0,0,25.33670747
151,169,1,2,1,0,0,16.84342662
152,172,2,0,1,0,0,14.36281214
153,151.1908341,0,0,1,0,0,20.32589988
154,168,1,1,1,0,0,15.33351989
155,151.1908341,1,1,1,2,2,15.33351989
156,180,0,0,1,3,0,21.17797226
157,173,0,0,1,4,0,9.200789313
158,178,1,1,1,2,0,13.59224083
159,180,1,2,1,0,0,15.33351989
160,5,0,0,1,3,1,33.22087649
161,5.5,2,0,1,0,0,9.901810164
162,181,1,2,1,0,0,17.16240166
163,6,0,0,1,0,0,18.42265423
164,160,2,2,1,1,0,24.75327821
165,151.1908341,1,2,1,2,0,18.26158709
166,172,2,0,1,1,0,13.49194301
167,176,1,0,1,0,0,9.969749477
168,170,1,1,1,0,0,21.29665084
169,151.1908341,1,2,1,2,1,10.45900345
170,150,0,0,1,1,1,14.28046471
171,170,0,0,1,2,0,15.33351989
172,164,0,0,1,1,0,44.66400677
173,178,1,1,1,4,0,31.19906436
174,177,0,0,1,2,0,37.99671045
175,151.1908341,1,1,1,2,2,15.33351989
176,168,1,0,1,3,0,12.18012793
177,151.1908341,1,0,1,1,0,11.66693863
178,165,1,0,1,3,0,64.65393467
179,151.1908341,0,0,1,1,0,17.16240166
180,174,1,0,1,0,0,13.07015737
181,174,1,0,1,2,0,24.48573502
182,151.1908341,1,1,1,2,2,15.33351989
183,170,1,0,1,0,0,18.45675318
184,167,0,0,1,2,1,17.71712403
185,184,1,0,1,1,0,11.14703151
186,5.7,0,1,1,3,0,24.94509644
187,5.8,1,0,1,0,0,8.599914298
188,170,1,1,1,3,0,5.345174633
189,166,0,0,1,0,0,43.7260979
190,170,2,0,1,0,0,13.07015737
191,151.1908341,1,1,1,2,2,15.33351989
192,151.1908341,0,0,1,2,0,15.33351989
193,178,0,0,1,2,0,16.07940025
194,151.1908341,1,1,1,2,2,15.33351989
195,167,0,0,1,2,0,31.14003657
196,168,2,2,1,3,0,36.96158059
197,146,0,0,1,2,2,11.71208081
198,151.1908341,1,1,1,2,2,15.33351989
199,162,1,1,1,1,0,29.2515531
200,190,1,2,1,0,0,9.867820622
201,151.1908341,0,0,1,4,1,15.33351989
202,151.1908341,0,0,1,2,1,10.95861843
203,170,0,0,1,1,0,25.33003336
204,172.72,1,1,1,1,0,49.24965529
205,152.4,1,0,1,3,2,11.29159785
206,166,0,0,1,0,0,41.76068814
207,151.1908341,1,1,1,2,2,15.33351989
208,151.1908341,0,0,1,1,0,17.16240166
209,151.1908341,1,0,1,0,0,33.46988199
210,156,1,0,1,0,0,17.16240166
211,178,0,0,1,1,0,17.16240166
212,151.1908341,1,1,1,2,2,15.33351989
213,185,1,1,1,3,0,15.33351989
214,151.1908341,1,1,1,2,2,15.33351989
215,151.1908341,2,2,1,0,0,17.17243501
216,5.5,2,0,1,4,0,12.48185722
217,151.1908341,0,0,1,1,1,12.25391487
218,170,1,0,1,0,0,16.56047296
219,162,0,2,1,4,0,14.45844569
220,156,0,0,1,1,0,14.31115612
221,151.1908341,0,0,1,3,1,15.33351989
222,170,0,0,1,3,0,15.67388872
223,200,0,0,1,2,0,15.33351989
224,5.5,0,0,1,0,1,14.3213573
225,182,0,2,1,0,0,23.89064244
226,151.1908341,0,0,1,0,1,9.609560491
227,151.1908341,0,2,1,2,0,10.80007506
228,151.1908341,1,0,1,2,0,15.50877012
229,151.1908341,1,1,1,2,2,15.33351989
230,151.1908341,0,0,1,3,1,21.80779153
231,165,2,2,1,3,0,38.18853366
232,172,1,1,1,2,0,32.00111622
233,174,1,0,1,0,0,17.17243501
234,177,0,0,1,4,0,12.06500168
235,176,1,0,1,3,0,12.3257478
236,178,1,1,1,2,0,12.68757497
237,174,1,1,1,1,0,32.00111622
238,172.72,1,0,1,1,0,12.81880966
239,151.1908341,1,1,1,2,2,15.33351989
240,170,0,0,1,2,0,18.99575346
241,178,1,1,1,1,0,10.2669492
242,162,0,0,1,3,0,7.462896408
243,178,0,2,1,2,0,10.80007506
244,151.1908341,0,0,1,0,1,14.92523003
245,170,1,0,1,0,0,34.36843219
246,166,1,0,1,2,0,39.88964779
247,151.1908341,1,1,1,2,0,22.17084627
248,151.1908341,0,0,1,1,0,15.72497326
249,151.1908341,1,1,1,2,2,15.33351989
250,5.5,1,0,1,3,0,10.37305552
251,151.1908341,1,1,1,2,2,15.33351989
252,167,0,0,1,0,0,39.31860675
253,151.1908341,1,2,1,0,0,15.33351989
254,151.1908341,1,1,1,2,2,15.33351989
255,151.1908341,1,1,1,2,2,15.33351989
256,173,1,1,1,0,0,10.80007506
257,178,2,0,1,2,0,16.15362929
258,5.9,0,1,1,0,0,21.99431281
259,160,1,0,1,2,0,11.44795307
260,176,0,0,1,3,0,15.33351989
261,182,0,0,1,2,0,20.28947352
262,151.1908341,0,0,1,3,0,13.59224083
263,170,2,2,1,0,0,17.17243501
264,151.1908341,0,0,1,3,0,22.79482419
265,168,1,1,1,4,0,18.01929892
266,5.6,0,1,1,3,0,10.71462252
267,151.1908341,0,0,1,4,2,15.49100946
268,167,0,0,1,1,0,13.07015737
269,151.1908341,1,1,1,2,2,15.33351989
270,151.1908341,1,1,1,1,0,35.31763546
271,6,2,1,1,0,1,9.867820622
272,180,1,2,1,0,0,7.416372601
273,151.1908341,1,1,1,2,2,15.33351989
274,167,1,1,1,4,0,4.994664207
275,180,0,0,1,3,2,15.33351989
276,173,1,0,1,2,0,15.33351989
277,178,1,1,1,2,0,44.77324329
278,151.1908341,1,0,1,0,1,15.33351989
279,182.88,0,0,1,0,0,11.0399035
280,168,1,1,1,2,0,29.54434737
281,186,0,0,1,2,0,34.25560803
282,6,0,0,1,0,0,14.36281214
283,151.1908341,1,1,1,2,2,15.33351989
284,5.6,1,0,1,0,0,14.22082923
285,170,1,0,1,2,0,15.33351989
286,151.1908341,0,0,1,1,0,15.64482318
287,182,1,0,1,0,0,10.8470214
288,167,0,0,1,0,0,36.96158059
289,162,0,0,1,3,0,32.34268322
290,151.1908341,1,1,1,2,2,15.33351989
291,172,2,2,1,0,0,15.19248595
292,151.1908341,1,0,1,3,0,15.33351989
293,5.6,1,0,1,1,0,15.33351989
294,167,1,1,1,3,0,32.40507646
295,182,0,0,1,3,0,11.94102304
296,151.1908341,0,0,1,1,0,35.99087284
297,151.1908341,0,1,1,0,0,16.4892279
298,5,1,1,1,0,0,15.33351989
299,170,1,0,1,1,0,15.33351989
300,172,0,0,1,1,0,39.71556123
301,151.1908341,1,1,1,2,2,15.33351989
302,151.1908341,1,1,1,2,2,15.33351989
303,183,1,1,1,2,0,7.623492398
304,151.1908341,0,0,1,1,0,12.48185722
305,176,1,0,1,3,0,15.33351989
306,151.1908341,1,0,1,2,0,12.48185722
307,151.1908341,0,0,1,2,1,15.33351989
308,183,0,0,1,1,0,39.39505164
309,5.6,1,0,1,3,0,14.5304
310,5.7,1,1,1,0,0,20.26054484
311,150,0,0,1,3,0,11.14703151
312,167.64,1,0,1,2,0,12.96777067
313,180,2,2,1,2,0,39.14520532
314,151.1908341,1,1,1,3,0,15.33351989
315,176,1,1,1,0,0,12.48185722
316,168,0,0,1,0,0,15.33351989
317,151.1908341,0,0,1,4,2,14.33142723
318,182.4,0,0,1,2,0,17.16240166
319,151.1908341,1,1,1,2,0,16.88955264
320,178,1,0,1,0,0,35.42034431
321,160,0,1,1,0,1,9.731571874
322,151.1908341,0,1,1,1,1,4.157140946
323,151.1908341,1,1,1,2,2,15.33351989
324,151.1908341,1,1,1,2,2,15.33351989
325,5.2,1,1,1,3,1,15.00371005
326,179,1,1,1,2,0,35.19803994
327,162,1,0,1,3,0,39.40545839
328,177.8,1,0,1,1,0,10.8470214
329,176,2,2,1,3,0,15.33351989
330,151.1908341,1,1,1,2,2,15.33351989
331,151.1908341,1,1,1,2,2,15.33351989
332,175,1,1,1,1,0,52.67241757
333,168,1,1,1,3,0,37.11907016
334,172,1,0,1,1,0,14.45844569
335,151.1908341,1,1,1,2,2,15.33351989
336,511,1,1,1,0,0,15.77426129
337,166,1,1,1,4,0,32.77509221
338,151.1908341,1,1,1,2,2,15.33351989
339,151.1908341,2,2,1,0,0,17.17243501
340,176,1,1,1,1,0,15.19248595
341,160,0,0,1,1,0,13.72890978
342,151.1908341,1,1,1,2,2,15.33351989
343,151.1908341,1,1,1,2,2,15.33351989
344,175,0,0,1,1,0,15.33351989
345,166,0,0,1,1,0,11.71208081
346,182,0,0,1,2,0,15.33351989
347,151.1908341,1,0,1,3,0,9.559813521
348,151.1908341,1,1,1,2,2,15.33351989
349,151.1908341,0,0,1,3,1,9.640567706
350,181,1,2,1,1,0,14.75647286
351,151.1908341,1,1,1,2,2,14.5602108
352,165,1,1,1,2,0,9.001948592
353,176,0,0,1,3,0,12.65380654
354,165,1,0,1,4,1,13.53057737
355,180,1,1,1,0,0,11.14703151
356,176,0,1,1,2,0,34.28186724
357,166,0,0,1,1,0,15.33351989
358,167,2,2,1,1,0,14.36281214
359,183,1,0,1,4,0,13.07015737
360,156,0,0,1,2,2,15.33351989
361,5.4,0,0,1,0,0,9.901810164
362,911,1,1,1,0,0,9.370936282
363,151.1908341,0,2,1,0,0,15.33351989
364,151.1908341,1,0,1,2,0,14.36281214
365,151.1908341,1,2,1,1,0,0.788539102
366,151.1908341,1,1,1,2,2,15.33351989
367,170,0,0,1,3,0,6.525784264
368,156,2,0,1,3,1,3.196850974
369,151.1908341,0,0,1,2,0,15.33351989
370,151.1908341,1,1,1,2,2,15.33351989
371,181,0,0,1,1,0,10.80007506
372,180,1,2,1,2,0,9.512063239
373,151.1908341,0,0,1,2,1,15.33351989
374,176,1,1,1,0,0,20.09066918
375,151.1908341,1,1,1,2,2,15.33351989
376,162,0,0,1,1,1,15.33351989
377,151.1908341,0,0,1,3,0,13.59224083
378,168,1,1,1,2,0,11.84654816
379,6,0,1,1,3,0,10.77701576
380,1.7,0,0,1,3,1,10.37305552
381,180,1,1,1,2,0,28.24397527
382,5.5,1,0,1,0,0,15.33351989
383,151.1908341,0,1,1,2,0,15.33351989
384,168,1,2,1,2,0,6.625557532
385,151.1908341,1,0,1,4,2,10.5337046
386,151.1908341,1,1,1,2,2,15.33351989
387,170,0,0,1,2,0,10.51077844
388,180,0,0,1,4,0,15.33351989
389,5.7,0,0,1,1,0,8.323742218
390,151.1908341,0,0,1,1,0,9.969749477
391,173,2,1,1,1,0,12.06058847
392,151.1908341,1,2,1,4,0,7.462896408
393,151.1908341,1,2,1,2,0,9.826781044
394,151.1908341,1,1,1,2,2,15.33351989
395,5.5,1,0,1,4,1,20.00831915
396,151.1908341,0,0,1,1,0,11.84182129
397,178,2,2,1,1,0,15.33351989
398,151.1908341,1,0,1,1,0,3.392330834
399,182,2,2,1,4,0,22.80558819
400,168,1,1,1,2,0,18.26158709
401,160,0,0,1,3,0,58.75205519
402,151.1908341,1,1,1,2,2,15.33351989
403,151.1908341,1,1,1,2,2,15.33351989
404,150,0,0,1,3,2,40.53305628
405,160,0,1,1,4,2,37.30561419
406,180,2,0,1,3,0,9.384012757
407,151.1908341,1,1,1,2,2,15.33351989
408,151.1908341,1,1,1,2,2,15.33351989
409,5.8,0,2,1,3,0,14.24907561
410,162,1,1,1,0,0,11.71208081
411,170,1,0,1,0,0,9.901810164
412,175,1,1,1,2,0,10.37305552
413,156,0,1,1,2,0,15.33351989
414,151.1908341,1,1,1,2,2,15.33351989
415,151.1908341,1,1,1,2,0,11.42068867
416,151.1908341,1,1,1,2,2,15.33351989
417,151.1908341,0,1,1,4,0,13.56997924
418,151.1908341,1,0,1,2,1,7.513611561
419,151.1908341,1,1,1,2,2,15.33351989
420,168,1,2,1,2,1,10.79852887
421,172,0,0,1,1,0,15.33351989
422,166,1,1,1,2,0,14.5304
423,175,2,2,1,0,0,12.3257478
424,73,0,0,1,0,0,5.996122566
425,151.1908341,1,1,1,2,2,15.33351989
426,156,1,1,1,2,2,10.58556566
427,151.1908341,1,1,1,2,2,15.33351989
428,169,0,0,1,1,2,3.066856867
429,186,2,0,1,1,0,11.50201472
430,151.1908341,1,0,1,1,0,12.9817513
431,151.1908341,1,1,1,2,2,15.33351989
432,169,0,0,1,2,2,4.838881796
433,151.1908341,0,0,1,0,0,15.33351989
434,151.1908341,0,2,1,4,0,9.295349454
435,151.1908341,0,0,1,1,0,15.33351989
436,165,0,0,1,0,2,10.07080313
437,151.1908341,1,1,1,2,2,15.33351989
438,174,1,0,1,2,0,24.19482596
439,160,1,0,1,0,0,9.044217576
440,170,1,1,1,0,0,20.31329148
441,190,1,1,1,2,0,15.36637569
442,175,1,1,1,1,0,39.30930505
443,170,0,0,1,2,0,10.93515473
444,160,1,0,1,1,1,15.36637569
445,151.1908341,0,0,1,0,0,15.36637569
446,170,2,2,1,0,0,48.82932961
447,5.5,0,0,1,1,0,9.93466596
448,178,1,0,1,1,0,15.36637569
449,151.1908341,0,0,1,0,0,12.68666234
450,161.544,0,0,1,1,1,16.77108281
451,151.1908341,0,0,1,0,0,7.656348194
452,151.1908341,2,2,1,0,0,29.70995833
453,151.1908341,2,0,1,3,0,13.57298372
454,151.1908341,1,1,1,2,0,35.87404437
455,151.1908341,1,1,1,2,2,15.36637569
456,151.1908341,1,1,1,1,0,35.88174573
457,164.592,0,0,1,3,0,14.7775238
458,151.1908341,1,0,1,4,0,9.544919034
459,185,0,0,1,4,0,22.23809492
460,151.1908341,1,1,1,0,0,14.36428303
461,151.1908341,1,1,1,2,2,15.36637569
462,180,0,0,1,2,0,31.41670627
463,159,0,1,1,2,0,14.11309894
464,175,1,1,1,1,0,11.53826494
465,175,1,0,1,3,0,3.625478301
466,5.5,0,0,1,3,0,33.98666429
467,151.1908341,0,0,1,0,0,13.52479881
468,176,0,0,1,4,0,18.11407506
469,177,0,0,1,0,0,6.896908939
470,151.1908341,1,1,1,2,2,15.36637569
471,167,1,1,1,0,0,0.821394897
472,160,0,0,1,0,0,15.36637569
473,165,0,0,1,1,0,34.18821342
474,151.1908341,2,1,1,2,0,2.478353272
475,165,0,1,1,0,0,11.28314685
476,170,1,1,1,1,0,25.79078672
477,151.1908341,1,1,1,2,2,15.36637569
478,182,1,0,1,0,0,27.00609113
479,173,0,0,1,0,0,22.4494556
480,170,0,0,1,2,0,21.86506496
481,151.1908341,1,1,1,2,2,15.36637569
482,151.1908341,1,1,1,2,2,15.36637569
483,180,2,2,1,0,0,15.36637569
484,165,0,1,1,2,0,7.495752204
